title,text,created_at,author,keywords
" LG CX OLED drops in price again, as Black Friday TV deals begin ","The Black Friday TV deals have started already, and you can get $500 off LG's flagship 4K OLED right now.",2020-11-03T17:00:01.522Z, TechRadar - All the latest technology news ,
The best cheap Fitbit alternatives for workouts,"As much as we love Fitbits, they're rather expensive. If all you want is a simple activity tracker, however, then check out these great cheap Fitbit alternatives.",2020-11-05T01:30:01.053Z,Digital Trends,
Treyarch and Raven reveal more about Call of Duty: Black Ops — Cold War’s campaign and Zombies,Treyarch and Raven Software revealed more details about the Call of Duty: Black Ops -- Cold War single-player campaign and Zombies mode.,2020-11-03T01:00:00.939Z,VentureBeat,
Pixel 5 teardown shows how a metal phone supports wireless charging,"Want to know how Google’s Pixel 5 supports wireless charging despite a predominantly metal body? Google explained the essence of how it works, but a video teardown at PBKReviews (via 9to5Google) has eliminated the mystery altogether. There’s a large...",2020-11-02T06:30:02.761Z,Engadget,
"The best smartwatches, fitness trackers and wearables to gift","Smartwatches and wearables are finally finding their place in tech. They’ve become robust health-trackers in recent years, and what better way to help your loved ones care for themselves than with a gift that will help monitor their wellbeing? Smartw...",2020-11-03T13:30:01.341Z,Engadget,
" Web hosting giant acquired by private equity firm, sparking legal battle ",Endurance International Group (EIG) acquired by Clearlake Capital Group in multi-billion-dollar deal.,2020-11-03T15:00:01.638Z, TechRadar - All the latest technology news ,
Samsung knocks $60 off the Galaxy Watch 3 in early Black Friday deal,"Samsung’s latest attempt to keep up with the Apple Watch came with the new flagship Galaxy Watch 3, and the wearable is pretty successful at being an Android alternative to Apple’s popular smartwatch. Now you can get the Galaxy Watch 3 for $60 less t...",2020-11-04T15:00:01.851Z,Engadget,
Evolution of consumption: A psychological ownership framework,"Technological innovations are rapidly changing how we consume goods and services. In many domains, we are trading ownership of private material goods for access to use shared and experiential goods and services. This article outlines how the downstream effects of these consumption changes are channeled through their influence on psychological ownership -- the feeling that a thing is MINE.",2020-11-02T06:30:03.168Z,Latest Science News -- ScienceDaily,
Save 46 percent on one month of fuboTV,"There are fewer people tuning into TV and flipping channels now than a decade ago. Thanks to the rise of streaming platforms and live TV streaming services, millions have opted to cut the cord to finally escape from the exorbitant fees cable companie...",2020-11-03T19:00:01.493Z,Engadget,
"Aspirin use best for those with high coronary calcium, low risk of bleeding","An X-ray test commonly used to assess hardening of the arteries could help doctors decide whether the benefits of taking aspirin to prevent a first heart attack or stroke outweigh the risks of bleeding from its use, research suggests.",2020-11-02T06:30:03.167Z,Latest Science News -- ScienceDaily,
Mimicking moth eyes to produce transparent anti-reflective coatings,"The eyes of moths have a biological nanostructure that grants them anti-reflective properties. Though researchers have managed to mimic this structure to produce anti-reflective coatings, current techniques are not easily scalable. Now, researchers have devised a strategy to produce large area moth-eye transparent films that greatly reduce reflectance and improve transmittance. These films could be used to better the visibility of screens and enhance the performance of solar panels.",2020-11-04T21:00:02.057Z,Latest Science News -- ScienceDaily,
Is It Better to Plant Trees or Let Forests Regrow Naturally?,Nations are pledging to plant billions of trees. But a new study shows that we've underestimated the power of natural forest regrowth to fight climate change.,2020-11-02T06:30:00.340Z,Wired,
 2020 Amazon Fire TV Sticks get early Black Friday deals at Argos ,Argos hits the Black Friday price cut button early with these streaming stick deals.,2020-11-03T11:00:01.498Z, TechRadar - All the latest technology news ,
" The cheapest Nintendo Wii U prices, sales deals in November 2020 ",Find the cheapest price or the bundle of your dreams using our price comparison tools.,2020-11-02T11:30:01.472Z, TechRadar - All the latest technology news ,
Pixel 5 Battery Share turns on temporarily when you plug it in,"One of the perhaps less advertised features of the Pixel 5 is its reverse wireless charging. Formally branded as “Battery Share”, the feature lets you share the phone’s already mediocre 4,080 mAh battery with other devices that need an emergency boost, be it the Pixel Buds or even another smartphone. This feature is becoming more common among high-end flagships but … Continue reading",2020-11-04T02:30:01.662Z,SlashGear,
" Opinion: Micromax rises like a phoenix, but can it sustain this time round?  ","Not many brands get a second chance, but Micromax is one of the very few lucky ones. It will feed support from fans and a lot of efforts from the management to rise from the ashes again.",2020-11-03T16:00:01.949Z, TechRadar - All the latest technology news ,
SoundWatch smartwatch app alerts the deaf and hearing-impaired of environmental sounds,"Smartwatches have become very common and can offer people a private way of getting notifications about their surroundings, health alerts, phone calls, or package deliveries. Researchers at the University of Washington have developed a new smartwatch app called SoundWatch aimed at the deaf and hard-of-hearing. Smartwatches with the app can pick up the sounds a user is interested in, such … Continue reading",2020-11-03T12:00:01.915Z,SlashGear,
The best stand-up comedy on Netflix right now,"Sick of the same old shows? There are hundreds of stand-up comedy specials now on Netflix, and we've compiled a list of the best, from Chappelle to Seinfeld.",2020-11-03T01:00:00.606Z,Digital Trends,
Almost all of Lenovo's best devices will see huge Black Friday discounts,"Save up to 70%: Lenovo's Black Friday ad is here, short, and sweet, featuring loads of Black Friday deals already live, including deals on gaming PCs, business laptops, and affordable Chromebooks.


Best Buy and Dell better be ready to duke it out, because Lenovo's Black Friday ad is pretty damn competitive. 

Compared to mid-to-late October releases from the other two, Lenovo is one of the only big tech retailers to wait until November to unmask its Black Friday plans. But it isn't late to the game when it comes to early Black Friday deals — on top of its current All Think sale, Lenovo has already set some doorbusters loose. The best early deals are on iconic Lenovo devices like the Legion 5i gaming laptop and multiple versions of the ThinkPad. In general, deals will start on Nov. 16 and will be hashed out through Nov. 23, and then move to Thanksgiving and official Black Friday and Cyber Monday coverage.  Read more...
More about Laptops, Black Friday, Mashable Shopping, Tech, and Consumer Tech",2020-11-03T10:30:00.812Z,Mashable,
Smart home gadgets and kitchen tech that make great gifts,"We’re all spending a lot more time at home lately, so when it comes to the holidays, it makes sense to give a gift that’ll make the humble abode a lot more enjoyable. To that end, we’ve recommended an assortment of home-related goodies, from innovati...",2020-11-04T15:30:01.955Z,Engadget,
 Black Friday preview at Walmart: Bose QuietComfort 35 II headphones hit lowest price ever ,Walmart Black Friday deals are here early with a fantastic discount on the Bose QuietComfort 35 II headphones that are on sale for $199.99.,2020-11-02T23:00:01.420Z, TechRadar - All the latest technology news ,
Apex Legends: Wraith Guide,"Wraith is one of the strongest characters in Apex Legends, with a range of versatile skills and a tiny hitbox. Here's how to pilot her to victory.",2020-11-03T09:30:00.639Z,Digital Trends,
Tim Cook Teases ‘More Exciting Things’ From Apple This Year,"Recently it was revealed in the macOS 11.0.1 beta that Apple has at least three unannounced Mac computers. It is largely expected that at least some of these computers could be the new Apple Silicon computers that Apple had announced earlier this year, and the company’s CEO seems to be hinting at that.During Apple’s earnings call, Apple’s CEO Tim Cook was quoted as saying, “Without giving away too much, I […]",2020-11-02T06:30:03.040Z,Ubergizmo,
